loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,loan_status
5200.0, 36 months, 15.31%,181.06,C,C4,,,MORTGAGE,45000.0,Verified,debt_consolidation,Debt consolidation,GA,29.97,0.0,Dec-1996,680.0,684.0,0.0,,87.0,12.0,2.0,12875.0,95.4%,28.0,w,0
8000.0, 36 months, 14.08%,273.74,C,C3,Cath lab technologist,10+ years,MORTGAGE,72000.0,Source Verified,credit_card,Credit card refinancing,PA,21.67,0.0,Jan-2007,670.0,674.0,1.0,26.0,,8.0,0.0,15357.0,59.3%,19.0,w,0
11600.0, 60 months, 22.99%,326.95,F,F1,clerk,6 years,OWN,32240.0,Source Verified,other,Other,NY,1.3,0.0,Feb-1987,745.0,749.0,0.0,28.0,,4.0,0.0,363.0,11.3%,18.0,w,1
8000.0, 36 months, 14.30%,274.59,C,C1,Hr supervisor,9 years,MORTGAGE,53000.0,Not Verified,debt_consolidation,Cards Loan,TX,25.47,0.0,Jul-2003,685.0,689.0,1.0,43.0,,7.0,0.0,4432.0,62.4%,25.0,f,0
1200.0, 36 months, 18.54%,43.71,E,E1,FINISHER OPERATER,3 years,RENT,60000.0,Source Verified,other,Other,AR,1.94,0.0,Oct-2004,720.0,724.0,0.0,60.0,,8.0,0.0,6040.0,39.7%,13.0,f,0
10625.0, 36 months, 14.09%,363.61,B,B5,United States Border Patrol,1 year,RENT,55000.0,Not Verified,debt_consolidation,Debt Consolidation,TX,20.36,0.0,Jun-2006,695.0,699.0,3.0,,,10.0,0.0,8715.0,83.8%,16.0,f,0
2000.0, 36 months, 12.69%,67.09,C,C2,,,OWN,22000.0,Verified,home_improvement,Home improvement,MD,36.72,4.0,Jul-1983,700.0,704.0,0.0,12.0,,9.0,0.0,10454.0,64.9%,18.0,w,0
24000.0, 60 months, 16.14%,585.43,C,C4,Communication Coordinator ,6 years,MORTGAGE,28000.0,Verified,debt_consolidation,Debt consolidation,AR,15.99,2.0,Jun-1999,710.0,714.0,1.0,4.0,,13.0,0.0,1619.0,8.9%,19.0,w,1
20875.0, 60 months, 18.99%,541.4,E,E3,Access coordinator,10+ years,MORTGAGE,58000.0,Source Verified,debt_consolidation,Debt consolidation,OH,30.42,0.0,Jun-2007,680.0,684.0,0.0,,,17.0,0.0,15075.0,88.7%,24.0,w,0
24000.0, 60 months,  9.99%,509.82,B,B3,Teacher,10+ years,MORTGAGE,69280.0,Source Verified,debt_consolidation,Debt consolidation,CA,24.46,2.0,Aug-1990,690.0,694.0,0.0,19.0,,7.0,0.0,3353.0,68.4%,21.0,w,0
10000.0, 36 months, 16.95%,356.28,C,C4,Driver,4 years,MORTGAGE,95000.0,Source Verified,debt_consolidation,Debt consolidation,IN,31.08,0.0,Oct-2006,670.0,674.0,0.0,24.0,,9.0,0.0,3515.0,28.8%,17.0,w,0
24000.0, 36 months,  5.32%,722.76,A,A1,Director of accounting ,< 1 year,RENT,150000.0,Source Verified,debt_consolidation,Debt consolidation,CA,11.48,0.0,Feb-2005,780.0,784.0,0.0,,,8.0,0.0,13602.0,26.6%,19.0,w,0
5600.0, 36 months, 10.64%,182.39,B,B2,Fiserv,7 years,MORTGAGE,40000.0,Not Verified,credit_card,High Interest Rate Consolidation,AZ,18.54,0.0,Aug-2005,710.0,714.0,0.0,,,9.0,0.0,6229.0,47.2%,12.0,f,0
6000.0, 36 months, 13.49%,203.59,C,C2,Supervisor ,9 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,Debt consolidation,UT,34.21,0.0,Mar-2006,670.0,674.0,0.0,44.0,,5.0,0.0,1457.0,41.6%,26.0,w,0
18000.0, 36 months, 10.08%,581.49,B,B1,Principal ,10+ years,MORTGAGE,112000.0,Not Verified,debt_consolidation,Debt consolidation,GA,18.92,0.0,Jul-2003,740.0,744.0,0.0,,,11.0,0.0,17072.0,56.9%,24.0,w,0
5000.0, 36 months, 11.71%,165.38,B,B3,Snapware Corp.,4 years,MORTGAGE,70000.0,Verified,debt_consolidation,Credit card consolidation loan,CA,12.86,1.0,May-2000,690.0,694.0,1.0,15.0,118.0,12.0,1.0,6191.0,35%,19.0,f,0
9000.0, 36 months, 11.47%,296.66,B,B5,Human Resources Associate ,2 years,MORTGAGE,60000.0,Source Verified,debt_consolidation,Debt consolidation,NJ,11.38,0.0,Dec-2001,665.0,669.0,0.0,50.0,,10.0,0.0,13280.0,62.9%,22.0,w,0
5000.0, 36 months, 10.49%,162.49,B,B2,,,RENT,67184.0,Verified,vacation,Vacation,NY,19.51,0.0,Jul-1998,685.0,689.0,0.0,67.0,,22.0,0.0,27349.0,37.3%,33.0,w,0
35000.0, 36 months, 18.25%,1269.73,D,D3,Warehouse Foreman,10+ years,RENT,118000.0,Verified,debt_consolidation,Debt consolidation,AK,20.8,0.0,Dec-1998,705.0,709.0,0.0,,,10.0,0.0,28659.0,89%,18.0,f,0
8000.0, 36 months, 15.31%,278.54,C,C5,driver,2 years,OWN,71700.0,Source Verified,debt_consolidation,Debt consolidation,TX,24.27,0.0,Jan-2011,665.0,669.0,0.0,,,7.0,0.0,9655.0,79.8%,22.0,w,0
2500.0, 36 months, 11.39%,82.31,B,B3,Teacher,10+ years,OWN,94000.0,Source Verified,credit_card,Credit card refinancing,NY,34.3,1.0,Oct-2002,675.0,679.0,1.0,21.0,,20.0,0.0,34984.0,96.4%,30.0,f,0
30000.0, 36 months,  5.32%,903.45,A,A1,Engineer,2 years,MORTGAGE,94000.0,Verified,debt_consolidation,Debt consolidation,TX,18.52,0.0,Jan-2012,690.0,694.0,0.0,,,10.0,0.0,26521.0,41.7%,20.0,w,0
15000.0, 60 months, 21.00%,405.81,E,E1,correctional officer,10+ years,MORTGAGE,65000.0,Source Verified,credit_card,to help family out,TX,16.45,0.0,Feb-1984,665.0,669.0,1.0,25.0,,10.0,0.0,3479.0,60%,23.0,f,0
35000.0, 36 months, 12.74%,1174.91,C,C1,Medical Staff  Coordinator,10+ years,MORTGAGE,70000.0,Not Verified,debt_consolidation,Debt consolidation,CO,18.43,0.0,Mar-1992,680.0,684.0,0.0,,,7.0,0.0,43988.0,61.1%,33.0,f,0
3000.0, 36 months, 22.74%,115.73,E,E1,Sheet Metal Mechanic,10+ years,MORTGAGE,55000.0,Not Verified,other,Other,NJ,28.61,0.0,Jul-1996,675.0,679.0,0.0,33.0,,10.0,0.0,40320.0,98.8%,21.0,f,0
30000.0, 60 months,  9.17%,625.23,B,B2,Nursing Unit Director,6 years,MORTGAGE,110000.0,Source Verified,credit_card,Credit card refinancing,GA,11.41,0.0,Jul-1996,705.0,709.0,0.0,,,16.0,0.0,21930.0,47.7%,28.0,w,0
10000.0, 36 months,  7.89%,312.86,A,A5,Paralegal,< 1 year,RENT,70000.0,Source Verified,debt_consolidation,Debt consolidation,NY,13.85,0.0,Apr-2009,670.0,674.0,0.0,33.0,91.0,21.0,1.0,8393.0,25.4%,32.0,w,0
28000.0, 36 months,  8.39%,882.47,A,A5,Design Lead Engineer,7 years,RENT,110000.0,Source Verified,debt_consolidation,Debt consolidation,TX,25.71,0.0,Dec-2006,700.0,704.0,0.0,,,20.0,0.0,41248.0,46.3%,29.0,w,0
33100.0, 36 months, 12.62%,1109.23,C,C1,Sr. Event Coordinator,2 years,MORTGAGE,72000.0,Verified,home_improvement,Home improvement,NJ,0.45,0.0,Jul-2001,720.0,724.0,0.0,,,3.0,0.0,250.0,7.4%,5.0,w,1
15000.0, 36 months,  8.24%,471.71,B,B1,Proposal Writer,1 year,MORTGAGE,60000.0,Not Verified,debt_consolidation,Debt consolidation,WI,11.78,1.0,Sep-1990,710.0,714.0,0.0,14.0,,13.0,0.0,26270.0,30.2%,26.0,f,0
2400.0, 36 months, 17.56%,86.24,D,D1,BANK OF AMERICA,5 years,OWN,45000.0,Source Verified,vacation,Vacation,PA,20.03,0.0,Jun-2008,670.0,674.0,2.0,,,11.0,0.0,35479.0,88.3%,11.0,w,0
35000.0, 60 months, 14.99%,832.47,C,C5,Area Administrative Manager,10+ years,OWN,80000.0,Verified,debt_consolidation,Debt consolidation,LA,7.51,0.0,Aug-1986,670.0,674.0,0.0,28.0,,15.0,0.0,10432.0,44%,40.0,f,0
14000.0, 60 months, 18.99%,363.1,D,D3,Program Coordinator,9 years,MORTGAGE,31000.0,Source Verified,credit_card,Credit card refinancing,NY,27.53,0.0,Aug-2006,695.0,699.0,0.0,,,12.0,0.0,11498.0,50.2%,22.0,w,0
12000.0, 60 months, 11.99%,266.88,B,B5,Escrow Officer,10+ years,OWN,80940.0,Source Verified,home_improvement,Home improvement,OH,8.04,0.0,May-1985,680.0,684.0,0.0,56.0,51.0,11.0,1.0,4184.0,37.4%,27.0,w,0
32000.0, 36 months, 11.39%,1053.56,B,B3,,,RENT,91560.0,Verified,debt_consolidation,Debt consolidation,OH,16.38,2.0,Jan-1973,710.0,714.0,1.0,6.0,,18.0,0.0,33066.0,31.3%,38.0,f,0
25000.0, 60 months, 11.53%,550.2,B,B5,Recruiter,7 years,MORTGAGE,100000.0,Source Verified,home_improvement,Home improvement,TN,10.57,0.0,Jun-2002,720.0,724.0,0.0,,,5.0,0.0,8223.0,91.4%,19.0,w,1
8500.0, 36 months, 12.40%,283.95,B,B4,Manager/stylist ,5 years,MORTGAGE,52000.0,Not Verified,debt_consolidation,Debt consolidation,MN,32.61,0.0,Jul-2001,740.0,744.0,2.0,,,16.0,0.0,7930.0,20%,38.0,w,0
12650.0, 36 months,  9.16%,403.21,B,B2,Environmental Analyst,10+ years,RENT,49000.0,Source Verified,debt_consolidation,Debt consolidation,CA,7.79,0.0,Feb-2007,745.0,749.0,0.0,,,7.0,0.0,2967.0,28.3%,8.0,w,0
8000.0, 36 months, 11.53%,263.93,B,B5,,,MORTGAGE,51664.0,Source Verified,credit_card,Credit card refinancing,SC,25.59,0.0,Feb-1991,710.0,714.0,0.0,,,24.0,0.0,24084.0,39%,40.0,f,1
6000.0, 36 months, 15.61%,209.79,C,C4,Group Home Manager/Houseparent,10+ years,RENT,28000.0,Not Verified,debt_consolidation,Out of Debt With Help,AZ,29.53,2.0,Oct-1996,670.0,674.0,1.0,6.0,,11.0,0.0,7387.0,81.2%,35.0,w,0
15000.0, 60 months, 11.44%,329.44,B,B4,Superintendent,< 1 year,MORTGAGE,120000.0,Not Verified,debt_consolidation,Debt consolidation,TX,19.05,2.0,Jul-1998,695.0,699.0,1.0,5.0,,7.0,0.0,3037.0,16.2%,22.0,w,0
8100.0, 36 months, 13.33%,274.22,C,C3,,,OWN,46000.0,Verified,credit_card,Credit card refinancing,PA,15.86,0.0,Apr-1987,665.0,669.0,1.0,50.0,,9.0,0.0,12819.0,99.4%,30.0,w,0
15000.0, 60 months, 15.65%,361.99,D,D4,Autuhm Care of Nash,7 years,MORTGAGE,52000.0,Verified,debt_consolidation,helpinghand,NC,22.38,1.0,Dec-1984,685.0,689.0,0.0,6.0,103.0,11.0,1.0,10130.0,50.1%,21.0,f,0
7000.0, 36 months,  8.90%,222.28,A,A5,Sales,3 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,Debt consolidation,MN,23.19,0.0,Sep-1996,725.0,729.0,0.0,,,9.0,0.0,18313.0,52%,29.0,w,0
35000.0, 36 months, 15.59%,1223.43,D,D1,advisor,8 years,RENT,1000000.0,Verified,other,Other,NV,7.09,0.0,Jan-1993,710.0,714.0,0.0,,,9.0,0.0,265901.0,90.7%,18.0,f,0
16000.0, 36 months,  6.97%,493.82,A,A3,FINANCE MANAGER,2 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,Debt consolidation,MD,15.02,0.0,Aug-1991,700.0,704.0,1.0,28.0,,17.0,0.0,7565.0,30.9%,26.0,w,0
4500.0, 36 months, 10.42%,146.1,B,B3,Salesman,< 1 year,OWN,33000.0,Source Verified,debt_consolidation,Debt consolidation,FL,9.64,0.0,Oct-2011,695.0,699.0,0.0,28.0,,9.0,0.0,4153.0,18.6%,9.0,w,0
18000.0, 36 months, 10.47%,584.79,B,B2,,,MORTGAGE,58000.0,Not Verified,credit_card,Credit card refinancing,MO,38.18,0.0,Aug-1987,735.0,739.0,0.0,,,15.0,0.0,32282.0,42%,29.0,w,0
14000.0, 36 months, 10.15%,452.73,B,B2,Registered Nurse,10+ years,MORTGAGE,95000.0,Not Verified,credit_card,Credit card refinancing,OH,29.4,0.0,Jul-1984,715.0,719.0,0.0,,,16.0,0.0,45143.0,70.6%,35.0,f,0
1000.0, 36 months, 18.55%,36.43,E,E2,,,OWN,31000.0,Verified,moving,Moving and relocation,FL,7.51,0.0,Jun-2012,680.0,684.0,1.0,,69.0,6.0,1.0,2881.0,16.4%,6.0,f,0
25000.0, 60 months, 14.46%,587.69,C,C4,Teacher,3 years,MORTGAGE,80000.0,Source Verified,credit_card,Credit card refinancing,FL,4.07,0.0,Mar-2008,665.0,669.0,1.0,72.0,,5.0,0.0,10158.0,97.7%,19.0,w,0
10000.0, 36 months, 13.18%,337.81,C,C3,Commercial Sales Rep,1 year,MORTGAGE,45000.0,Not Verified,debt_consolidation,Debt consolidation,WA,29.89,1.0,Jul-2000,665.0,669.0,2.0,13.0,64.0,6.0,1.0,4545.0,43.3%,27.0,w,0
15000.0, 36 months,  8.46%,473.24,A,A5,Director ,3 years,OWN,53000.0,Source Verified,debt_consolidation,Debt consolidation,NH,20.06,0.0,Jul-1995,710.0,714.0,0.0,28.0,,8.0,0.0,12616.0,26%,9.0,w,1
20000.0, 36 months,  6.97%,617.27,A,A3,Office manager,10+ years,MORTGAGE,72000.0,Source Verified,debt_consolidation,Debt consolidation,MA,12.4,0.0,Sep-1997,670.0,674.0,0.0,73.0,,5.0,0.0,15460.0,84.9%,13.0,w,0
20000.0, 36 months, 30.89%,858.82,G,G3,Purchasing Manager,9 years,RENT,76000.0,Verified,debt_consolidation,Debt consolidation,NY,12.36,0.0,Dec-1998,670.0,674.0,0.0,,,17.0,0.0,18810.0,62.5%,25.0,w,1
5000.0, 36 months, 14.46%,172.01,C,C4,Ticket Agent,1 year,RENT,43000.0,Source Verified,debt_consolidation,Debt consolidation,CT,20.35,0.0,Oct-2009,680.0,684.0,1.0,,,8.0,0.0,8101.0,77.2%,8.0,f,0
24000.0, 60 months, 18.99%,622.45,D,D3,HR Director,10+ years,MORTGAGE,130000.0,Not Verified,debt_consolidation,Debt consolidation,NV,7.17,1.0,Apr-2005,680.0,684.0,0.0,23.0,,21.0,0.0,26415.0,95.4%,33.0,w,0
18000.0, 60 months, 18.99%,466.84,D,D3,Attorney,10+ years,MORTGAGE,75000.0,Not Verified,debt_consolidation,Debt consolidation,MD,26.52,1.0,Sep-1998,685.0,689.0,2.0,19.0,,23.0,0.0,3392.0,12.2%,68.0,w,1
25200.0, 60 months, 20.99%,681.61,E,E5,Social Worker,3 years,MORTGAGE,60000.0,Source Verified,credit_card,Credit card refinancing,MN,20.27,0.0,Mar-1997,685.0,689.0,0.0,,,8.0,0.0,31262.0,98%,33.0,w,0
21000.0, 60 months, 10.99%,456.49,B,B4,Office Manager,10+ years,MORTGAGE,69000.0,Source Verified,home_improvement,Home improvement,CA,8.97,0.0,Dec-1993,705.0,709.0,0.0,43.0,,9.0,0.0,2769.0,13.9%,26.0,w,0
30000.0, 36 months, 18.99%,1099.53,D,D3,Analyst,10+ years,OWN,70000.0,Source Verified,home_improvement,Home improvement,NY,28.01,0.0,Jul-2004,670.0,674.0,3.0,,,24.0,0.0,59630.0,53.1%,44.0,f,0
13000.0, 36 months,  8.08%,407.86,A,A5,meat cutter,7 years,RENT,58000.0,Not Verified,medical,Medical expenses,NY,14.61,2.0,Jul-2005,735.0,739.0,0.0,11.0,,11.0,0.0,6200.0,19.3%,21.0,f,0
15000.0, 36 months, 13.05%,505.78,B,B5,US NAVY,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,BILL,CA,8.0,2.0,Apr-1994,660.0,664.0,0.0,14.0,,7.0,0.0,14540.0,77.3%,34.0,f,0
11200.0, 60 months, 25.49%,331.97,E,E4,School Support Analsyt,9 years,MORTGAGE,55305.0,Verified,debt_consolidation,Debt consolidation,TN,27.71,1.0,May-1991,665.0,669.0,4.0,15.0,,20.0,0.0,11096.0,81%,28.0,w,0
12000.0, 36 months, 11.55%,396.0,B,B3,Adventist healthcare,5 years,MORTGAGE,75000.0,Verified,debt_consolidation,dept consolidation,MD,5.25,3.0,Feb-2005,670.0,674.0,2.0,6.0,,14.0,0.0,9698.0,65.1%,24.0,f,0
8000.0, 36 months, 12.99%,269.52,C,C1,Account Manager,5 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,Debt consolidation,KS,23.87,2.0,May-1997,705.0,709.0,0.0,11.0,,14.0,0.0,14154.0,30.1%,25.0,f,0
4500.0, 36 months, 16.14%,158.52,C,C4,motorist assist kansas highway patrol,4 years,MORTGAGE,38000.0,Source Verified,debt_consolidation,Debt consolidation,KS,27.29,0.0,Feb-2006,685.0,689.0,0.0,,82.0,7.0,1.0,9238.0,40.3%,12.0,w,0
10000.0, 36 months, 12.79%,335.93,C,C1,teacher,7 years,MORTGAGE,45000.0,Source Verified,debt_consolidation,Debt consolidation,MA,30.4,0.0,Nov-2003,680.0,684.0,1.0,34.0,,19.0,0.0,10137.0,40.2%,31.0,f,0
3000.0, 36 months, 13.59%,101.94,C,C2,Medical technologist,2 years,RENT,70000.0,Verified,major_purchase,Major purchase,FL,13.37,0.0,Jan-2008,710.0,714.0,2.0,,,11.0,0.0,4772.0,17.5%,50.0,f,0
15000.0, 36 months,  6.99%,463.09,A,A2,"CEO, Co-Founder",10+ years,RENT,115000.0,Not Verified,debt_consolidation,Debt consolidation,CA,20.01,0.0,Nov-2001,765.0,769.0,0.0,,,7.0,0.0,16988.0,76.5%,13.0,f,0
4000.0, 36 months, 19.92%,148.5,D,D3,,,MORTGAGE,14892.0,Verified,other,Other,FL,11.28,0.0,Sep-2005,690.0,694.0,0.0,,110.0,4.0,1.0,6035.0,32.3%,13.0,w,0
8000.0, 36 months, 11.99%,265.68,B,B5,iOS ENGINEER,< 1 year,RENT,190000.0,Source Verified,debt_consolidation,Debt consolidation,WA,6.05,0.0,Jun-2010,710.0,714.0,1.0,26.0,,10.0,0.0,8416.0,23.4%,17.0,f,0
30000.0, 36 months, 22.35%,1151.16,D,D5,GENERAL MANAGER,4 years,MORTGAGE,210000.0,Verified,debt_consolidation,Debt consolidation,AK,17.21,2.0,Nov-2007,665.0,669.0,0.0,16.0,,13.0,0.0,27303.0,88.9%,24.0,w,0
15000.0, 36 months,  6.03%,456.54,A,A1,Clinical Director,3 years,RENT,85000.0,Not Verified,credit_card,Credit card refinancing,CA,9.46,0.0,Sep-1998,765.0,769.0,0.0,,,17.0,0.0,13995.0,47.4%,30.0,f,0
18700.0, 36 months,  9.44%,598.5,B,B1,Senior Estimator,9 years,MORTGAGE,130000.0,Not Verified,debt_consolidation,Debt consolidation,OK,9.01,0.0,Apr-2011,675.0,679.0,0.0,,,7.0,0.0,18885.0,87%,8.0,w,0
8000.0, 36 months,  7.97%,250.59,A,A5,Department Assistant,1 year,OWN,92000.0,Not Verified,debt_consolidation,Debt consolidation,NY,6.44,0.0,Oct-2002,720.0,724.0,0.0,70.0,88.0,10.0,1.0,6087.0,21.8%,18.0,f,0
32000.0, 60 months,  9.75%,675.98,B,B3,Truck Driver,3 years,MORTGAGE,120000.0,Verified,debt_consolidation,Debt consolidation,TX,25.52,0.0,Jun-1993,775.0,779.0,0.0,,,18.0,0.0,16378.0,30.8%,25.0,w,1
28000.0, 36 months, 10.16%,905.59,B,B1,Archelon Group,3 years,MORTGAGE,102000.0,Verified,debt_consolidation,Credit Card consolidation,IL,6.92,0.0,Apr-2000,710.0,714.0,0.0,,,9.0,0.0,20203.0,58.7%,17.0,f,0
4750.0, 36 months, 12.12%,158.05,B,B3,Lightning Aerospace,< 1 year,MORTGAGE,52500.0,Verified,credit_card,CC refinance,KS,21.78,0.0,Nov-1999,680.0,684.0,0.0,34.0,,14.0,0.0,13280.0,64.8%,26.0,f,0
1500.0, 36 months, 10.42%,48.7,B,B3,Truck Driver,4 years,MORTGAGE,75000.0,Not Verified,medical,Medical expenses,TX,11.86,0.0,Oct-1992,725.0,729.0,0.0,57.0,,7.0,0.0,9048.0,80.1%,22.0,w,0
12000.0, 36 months, 10.65%,390.88,B,B2,Insight Global,< 1 year,RENT,62000.0,Verified,credit_card,Credit Card Refinance,TX,23.94,0.0,Jun-2002,700.0,704.0,0.0,,,10.0,0.0,20310.0,78.4%,51.0,f,0
30000.0, 36 months,  9.17%,956.37,B,B1,Senior IT Administrator,10+ years,RENT,114000.0,Verified,debt_consolidation,Debt consolidation,CA,20.3,1.0,Nov-1987,695.0,699.0,0.0,5.0,,14.0,0.0,48860.0,43.5%,28.0,f,1
30000.0, 36 months, 18.25%,1088.34,E,E1,president,10+ years,MORTGAGE,97000.0,Verified,credit_card,Credit card refinancing,CA,14.98,0.0,Nov-1993,675.0,679.0,2.0,46.0,,13.0,0.0,14570.0,64.5%,23.0,f,1
20000.0, 36 months, 14.30%,686.48,C,C1,,,MORTGAGE,59000.0,Verified,debt_consolidation,debt consolidation,OH,16.27,0.0,Feb-1997,705.0,709.0,2.0,,118.0,14.0,1.0,16953.0,47%,20.0,f,0
3000.0, 36 months, 11.98%,99.62,B,B5,RN II,< 1 year,RENT,60000.0,Not Verified,credit_card,Credit card refinancing,TN,33.94,0.0,Apr-2007,770.0,774.0,2.0,,,14.0,0.0,137.0,0.4%,41.0,w,0
15000.0, 60 months, 15.31%,359.3,C,C2,Elizabeth Board of Education,10+ years,MORTGAGE,56575.92,Verified,credit_card,Payments,NJ,11.28,0.0,Jun-1996,685.0,689.0,0.0,30.0,,8.0,0.0,9375.0,55.5%,18.0,f,1
1000.0, 36 months, 11.49%,32.98,B,B5,Front desk reception,10+ years,RENT,45000.0,Source Verified,home_improvement,Home improvement,WA,26.19,0.0,May-2003,700.0,704.0,0.0,,,7.0,0.0,20547.0,83.5%,10.0,w,1
10000.0, 60 months, 18.06%,254.27,D,D2,Senior Admitting Worker,10+ years,MORTGAGE,105000.0,Not Verified,credit_card,Credit card refinancing,CA,7.6,0.0,Feb-2004,660.0,664.0,1.0,,79.0,9.0,1.0,11218.0,42.7%,19.0,w,0
13000.0, 36 months, 15.27%,452.38,C,C4,Western Freightways,2 years,MORTGAGE,62000.0,Verified,other,Other,OK,9.12,0.0,Jun-1996,680.0,684.0,2.0,,,7.0,0.0,3530.0,43.6%,13.0,f,0
7000.0, 36 months, 12.62%,234.58,C,C1,Lease operator,2 years,MORTGAGE,60000.0,Verified,debt_consolidation,Debt consolidation,TX,27.88,0.0,Feb-1998,700.0,704.0,1.0,62.0,,15.0,0.0,9549.0,31.4%,47.0,f,0
9600.0, 36 months, 13.49%,325.74,C,C2,"RN, CRRN",10+ years,RENT,68000.0,Source Verified,other,Other,FL,2.65,0.0,May-2005,680.0,684.0,1.0,54.0,,5.0,0.0,4396.0,37.3%,7.0,w,0
14000.0, 36 months, 11.99%,464.94,C,C1,Co-Founder,5 years,MORTGAGE,112000.0,Verified,debt_consolidation,Debt consolidation,MA,4.92,2.0,Oct-1999,690.0,694.0,0.0,20.0,,10.0,0.0,9755.0,67.3%,21.0,f,0
15000.0, 36 months,  7.56%,467.01,A,A3,Microtechnologist,2 years,RENT,80000.0,Not Verified,credit_card,Credit card refinancing,CO,7.13,0.0,Jun-2006,740.0,744.0,0.0,,,4.0,0.0,15690.0,36.5%,18.0,w,0
21600.0, 36 months,  8.19%,678.77,A,A4,teacher,7 years,MORTGAGE,48500.0,Source Verified,other,Other,TN,12.77,0.0,Jun-2006,720.0,724.0,0.0,32.0,,16.0,0.0,17499.0,27.3%,51.0,w,1
10000.0, 36 months,  7.07%,309.1,A,A2,Senior Mgr. Business Intelligence,3 years,MORTGAGE,155000.0,Not Verified,home_improvement,Home improvement,TX,8.14,0.0,Sep-1999,805.0,809.0,0.0,,,12.0,0.0,10312.0,13%,33.0,w,0
20000.0, 60 months, 12.49%,449.86,B,B5,Superintendent,10+ years,MORTGAGE,84000.0,Source Verified,debt_consolidation,Debt consolidation,MI,20.81,1.0,Feb-1990,690.0,694.0,0.0,10.0,,15.0,0.0,32237.0,44.6%,37.0,w,0
20000.0, 36 months, 14.49%,688.33,C,C4,clerk,10+ years,RENT,64500.0,Source Verified,house,Home buying,CA,10.47,0.0,Dec-1990,700.0,704.0,1.0,42.0,,13.0,0.0,16824.0,46.3%,26.0,w,0
14400.0, 36 months,  9.93%,464.18,B,B2,Teacher,6 years,MORTGAGE,45000.0,Verified,debt_consolidation,Debt consolidation,FL,21.39,1.0,Apr-2008,695.0,699.0,0.0,9.0,,13.0,0.0,11465.0,55.9%,29.0,f,0
24000.0, 60 months, 17.86%,607.62,D,D5,Assembly,6 years,RENT,50000.0,Source Verified,other,Other,MA,27.56,0.0,Apr-2008,705.0,709.0,0.0,32.0,,11.0,0.0,9854.0,47.6%,15.0,w,1
25000.0, 60 months, 12.69%,564.87,C,C2,Data Miner,5 years,MORTGAGE,106000.0,Not Verified,major_purchase,Major purchase,OK,7.44,0.0,Aug-2000,665.0,669.0,0.0,30.0,,11.0,0.0,20115.0,61.9%,34.0,w,0
4000.0, 36 months, 11.99%,132.84,B,B5,Paralegal,7 years,RENT,42000.0,Not Verified,debt_consolidation,Debt consolidation,FL,29.99,0.0,Nov-2010,740.0,744.0,2.0,,,12.0,0.0,10082.0,19.8%,13.0,f,0
10000.0, 60 months, 21.45%,273.08,D,D5,Biller/Coder,5 years,RENT,38000.0,Not Verified,credit_card,Credit card refinancing,AL,25.99,0.0,May-2007,665.0,669.0,0.0,70.0,,8.0,0.0,10836.0,61.9%,9.0,w,0
5000.0, 36 months, 15.05%,173.45,C,C4,Manager,< 1 year,MORTGAGE,90000.0,Verified,debt_consolidation,Debt consolidation,TX,30.44,0.0,Mar-1998,660.0,664.0,2.0,,45.0,9.0,2.0,11688.0,75.9%,18.0,w,0
7000.0, 36 months,  8.99%,222.57,B,B1,Supervisor,10+ years,MORTGAGE,80000.0,Not Verified,debt_consolidation,Debt consolidation,TX,33.32,3.0,Mar-1996,680.0,684.0,1.0,16.0,,8.0,0.0,5807.0,83%,38.0,f,0
15000.0, 60 months, 30.17%,486.87,F,F3,,,RENT,19000.0,Verified,credit_card,Credit card refinancing,NC,17.81,1.0,Sep-1978,665.0,669.0,0.0,22.0,,5.0,0.0,2852.0,46.8%,15.0,w,1
1600.0, 36 months,  9.44%,51.21,B,B1,Production ,9 years,OWN,38000.0,Source Verified,major_purchase,Major purchase,KY,30.1,0.0,Apr-2010,695.0,699.0,1.0,,,7.0,0.0,2143.0,56.4%,40.0,w,0
25000.0, 36 months, 10.47%,812.21,B,B2,Feeder,7 years,MORTGAGE,96000.0,Source Verified,debt_consolidation,Debt consolidation,TN,3.45,0.0,Feb-2005,725.0,729.0,0.0,,,10.0,0.0,6365.0,56.3%,27.0,w,0
21000.0, 60 months,  8.19%,427.72,A,A4,,,MORTGAGE,33600.0,Verified,debt_consolidation,Debt consolidation,FL,27.89,0.0,Jul-1994,760.0,764.0,0.0,,,9.0,0.0,31032.0,18.7%,23.0,w,0
8400.0, 36 months,  8.39%,264.74,B,B1,Teacher,10+ years,MORTGAGE,59500.0,Source Verified,debt_consolidation,Debt consolidation,TX,24.36,1.0,Dec-2002,695.0,699.0,0.0,23.0,,8.0,0.0,1961.0,35.7%,39.0,w,1
